2026-04-08 19:07:17, 21.7°C, 1.99°C, 56.52%, 669.1 W/m2, 0.0747%, 4.73%
2026-04-08 19:07:22, 24.77°C, 2.69°C, 50.42%, 563.1 W/m2, 0.0699%, 5.12%
2026-04-08 19:07:27, 19.92°C, 9.54°C, 53.71%, 686.25 W/m2, 0.0616%, 6.09%
2026-04-08 19:07:32, 25.64°C, 17.72°C, 54.98%, 637.08 W/m2, 0.0406%, 5.57%
2026-04-08 19:07:37, 21.69°C, 19.45°C, 57.52%, 642.4 W/m2, 0.0465%, 4.42%
2026-04-08 19:07:42, 20.87°C, 20.75°C, 59.29%, 616.02 W/m2, 0.0821%, 6.77%
2026-04-08 19:07:47, 22.95°C, 13.88°C, 57.07%, 571.72 W/m2, 0.0235%, 6.26%
2026-04-08 19:07:52, 27.67°C, 1.83°C, 59.37%, 562.22 W/m2, 0.0725%, 5.36%
2026-04-08 19:07:57, 19.02°C, 4.58°C, 50.63%, 682.93 W/m2, 0.0813%, 6.48%
2026-04-08 19:08:03, 29.24°C, 0.91°C, 50.81%, 694.37 W/m2, 0.0408%, 5.55%
2026-04-08 19:08:08, 18.55°C, 10.04°C, 57.98%, 577.84 W/m2, 0.0607%, 6.43%
2026-04-08 19:08:13, 20.47°C, 10.53°C, 56.88%, 511.27 W/m2, 0.0865%, 5.66%
2026-04-08 19:08:18, 22.03°C, 7.11°C, 55.01%, 677.61 W/m2, 0.0522%, 4.77%
2026-04-08 19:08:23, 21.08°C, 5.9°C, 58.69%, 631.16 W/m2, 0.0241%, 6.22%
2026-04-08 19:08:28, 23.56°C, 2.38°C, 59.98%, 592.78 W/m2, 0.0728%, 6.44%
2026-04-08 19:08:33, 22.61°C, 4.17°C, 53.64%, 621.67 W/m2, 0.0823%, 5.78%
2026-04-08 19:08:38, 29.78°C, 1.64°C, 55.36%, 714.2 W/m2, 0.0492%, 4.08%
2026-04-08 19:08:43, 24.32°C, 0.26°C, 56.76%, 522.52 W/m2, 0.0596%, 5.95%
2026-04-08 19:08:48, 23.45°C, 20.54°C, 58.16%, 592.03 W/m2, 0.0853%, 4.91%
2026-04-08 19:08:53, 18.53°C, 2.57°C, 53.24%, 542.0 W/m2, 0.022%, 6.65%
2026-04-08 19:08:58, 28.17°C, 15.14°C, 56.56%, 607.43 W/m2, 0.0851%, 4.41%
2026-04-08 19:09:03, 20.53°C, 1.76°C, 53.16%, 515.58 W/m2, 0.0211%, 6.08%
2026-04-08 19:09:08, 23.52°C, 15.43°C, 53.25%, 689.06 W/m2, 0.097%, 5.76%
2026-04-08 19:09:13, 26.29°C, 3.37°C, 58.08%, 692.8 W/m2, 0.0636%, 6.67%
2026-04-08 19:09:18, 24.82°C, 20.02°C, 59.48%, 568.2 W/m2, 0.044%, 4.34%
2026-04-08 19:09:23, 29.09°C, 6.68°C, 57.07%, 595.17 W/m2, 0.0692%, 4.33%
2026-04-08 19:09:28, 27.92°C, 14.68°C, 50.8%, 706.77 W/m2, 0.0739%, 5.14%
2026-04-08 19:09:33, 25.6°C, 6.09°C, 55.32%, 646.9 W/m2, 0.067%, 4.25%
2026-04-08 19:09:38, 24.32°C, 12.71°C, 51.95%, 565.35 W/m2, 0.0802%, 6.25%
2026-04-08 19:09:43, 19.2°C, 13.1°C, 51.92%, 543.0 W/m2, 0.0856%, 4.89%
2026-04-08 19:09:48, 26.99°C, 14.95°C, 55.98%, 569.9 W/m2, 0.0997%, 4.25%
2026-04-08 19:09:53, 19.53°C, 9.29°C, 59.47%, 527.13 W/m2, 0.078%, 4.96%
2026-04-08 19:09:58, 29.08°C, 16.7°C, 52.84%, 512.18 W/m2, 0.0645%, 6.42%
2026-04-08 19:10:03, 23.15°C, 18.08°C, 52.11%, 688.57 W/m2, 0.0778%, 5.2%
2026-04-08 19:10:08, 28.97°C, 5.69°C, 50.57%, 560.16 W/m2, 0.0984%, 4.09%
2026-04-08 19:10:13, 19.64°C, 12.18°C, 53.26%, 540.27 W/m2, 0.052%, 5.89%
2026-04-08 19:10:18, 22.42°C, 3.25°C, 53.5%, 704.27 W/m2, 0.0517%, 6.73%
2026-04-08 19:10:23, 20.79°C, 10.12°C, 51.24%, 683.86 W/m2, 0.0397%, 5.49%
2026-04-08 19:10:28, 29.3°C, 0.87°C, 55.03%, 572.36 W/m2, 0.0358%, 6.82%
2026-04-08 19:10:33, 22.62°C, 14.08°C, 54.82%, 592.78 W/m2, 0.0278%, 5.83%
2026-04-08 19:10:38, 29.49°C, 3.11°C, 55.47%, 507.78 W/m2, 0.0258%, 6.13%
2026-04-08 19:10:43, 26.7°C, 7.42°C, 54.78%, 589.9 W/m2, 0.0207%, 5.55%
2026-04-08 19:10:48, 29.52°C, 6.92°C, 50.37%, 532.19 W/m2, 0.0645%, 6.93%
2026-04-08 19:10:53, 22.4°C, 0.71°C, 59.35%, 506.75 W/m2, 0.0431%, 4.21%
2026-04-08 19:10:58, 22.6°C, 15.05°C, 51.71%, 514.27 W/m2, 0.0609%, 5.96%
2026-04-08 19:11:03, 25.77°C, 7.18°C, 58.31%, 592.91 W/m2, 0.0728%, 6.37%
2026-04-08 19:11:08, 20.47°C, 3.92°C, 56.92%, 555.33 W/m2, 0.0592%, 5.97%
2026-04-08 19:11:13, 26.32°C, 7.26°C, 52.74%, 618.76 W/m2, 0.0853%, 6.77%
2026-04-08 19:11:18, 19.19°C, 8.24°C, 54.34%, 713.78 W/m2, 0.0985%, 5.42%
2026-04-08 19:11:23, 25.48°C, 4.76°C, 52.7%, 590.34 W/m2, 0.0675%, 4.92%
2026-04-08 19:11:28, 20.64°C, 15.7°C, 51.26%, 677.95 W/m2, 0.0746%, 6.54%
2026-04-08 19:11:33, 19.07°C, 11.49°C, 54.4%, 623.21 W/m2, 0.064%, 4.21%
2026-04-08 19:11:38, 29.34°C, 10.05°C, 55.3%, 694.6 W/m2, 0.0757%, 5.55%
2026-04-08 19:11:43, 21.72°C, 10.07°C, 54.84%, 678.67 W/m2, 0.0705%, 4.01%
2026-04-08 19:11:48, 20.39°C, 14.68°C, 56.29%, 565.05 W/m2, 0.0581%, 6.91%
2026-04-08 19:11:53, 19.39°C, 14.87°C, 53.41%, 586.13 W/m2, 0.0401%, 6.29%
2026-04-08 19:11:58, 29.84°C, 17.76°C, 50.25%, 625.6 W/m2, 0.0493%, 6.67%
2026-04-08 19:12:03, 23.9°C, 19.68°C, 54.37%, 518.34 W/m2, 0.0361%, 6.72%
2026-04-08 19:12:08, 24.06°C, 2.93°C, 59.94%, 623.23 W/m2, 0.0855%, 4.19%
2026-04-08 19:12:13, 18.61°C, 18.15°C, 52.86%, 690.28 W/m2, 0.0593%, 4.69%
2026-04-08 19:12:18, 26.31°C, 12.37°C, 51.44%, 635.64 W/m2, 0.0322%, 4.61%
2026-04-08 19:12:25, 20.41°C, 5.63°C, 51.37%, 700.26 W/m2, 0.0277%, 5.53%
2026-04-08 19:12:30, 21.06°C, 6.26°C, 59.26%, 552.96 W/m2, 0.0703%, 6.22%
2026-04-08 19:12:35, 19.72°C, 15.18°C, 50.15%, 559.75 W/m2, 0.086%, 6.69%
2026-04-08 19:12:40, 24.57°C, 15.13°C, 55.14%, 517.36 W/m2, 0.0875%, 6.35%
2026-04-08 19:12:45, 24.99°C, 14.66°C, 55.41%, 561.34 W/m2, 0.0879%, 5.79%
2026-04-08 19:12:50, 23.76°C, 17.36°C, 57.54%, 697.13 W/m2, 0.029%, 4.6%
2026-04-08 19:12:55, 24.99°C, 9.22°C, 50.56%, 564.32 W/m2, 0.076%, 6.35%
2026-04-08 19:13:00, 18.71°C, 18.93°C, 54.4%, 695.61 W/m2, 0.05%, 6.96%
2026-04-08 19:13:05, 24.2°C, 15.0°C, 57.93%, 608.39 W/m2, 0.0739%, 6.3%
2026-04-08 19:13:10, 22.65°C, 20.43°C, 52.5%, 537.7 W/m2, 0.0666%, 5.02%
2026-04-08 19:13:15, 22.44°C, 1.94°C, 54.82%, 563.37 W/m2, 0.0378%, 6.45%
2026-04-08 19:13:20, 29.11°C, 10.34°C, 54.78%, 710.16 W/m2, 0.055%, 4.61%
2026-04-08 19:13:25, 27.07°C, 4.81°C, 52.3%, 714.12 W/m2, 0.042%, 6.54%
2026-04-08 19:13:30, 24.55°C, 12.3°C, 53.36%, 584.41 W/m2, 0.0894%, 5.88%
2026-04-08 19:13:35, 23.68°C, 10.71°C, 59.03%, 612.33 W/m2, 0.0325%, 5.35%
2026-04-08 19:13:40, 19.29°C, 0.21°C, 52.14%, 551.27 W/m2, 0.0891%, 5.04%
2026-04-08 19:13:45, 25.99°C, 16.61°C, 56.98%, 634.58 W/m2, 0.0777%, 6.47%
2026-04-08 19:13:50, 20.56°C, 8.04°C, 50.24%, 558.63 W/m2, 0.0579%, 4.85%
2026-04-08 19:13:55, 26.26°C, 15.58°C, 52.12%, 584.37 W/m2, 0.0268%, 5.37%
2026-04-08 19:14:00, 26.39°C, 18.25°C, 59.17%, 581.58 W/m2, 0.0261%, 5.98%
2026-04-08 19:14:05, 27.4°C, 19.26°C, 58.01%, 625.61 W/m2, 0.0532%, 6.61%
2026-04-08 19:14:10, 18.99°C, 11.2°C, 50.65%, 542.71 W/m2, 0.0396%, 4.47%
2026-04-08 19:14:15, 29.92°C, 18.16°C, 53.41%, 512.92 W/m2, 0.0643%, 6.44%
2026-04-08 19:14:20, 18.72°C, 3.6°C, 53.93%, 553.62 W/m2, 0.094%, 4.64%
2026-04-08 19:14:25, 27.61°C, 18.02°C, 54.73%, 606.6 W/m2, 0.0997%, 5.3%
2026-04-08 19:14:30, 27.31°C, 18.74°C, 58.16%, 529.5 W/m2, 0.0416%, 4.91%
2026-04-08 19:14:35, 24.52°C, 7.8°C, 58.63%, 545.27 W/m2, 0.0825%, 6.46%
2026-04-08 19:14:40, 24.09°C, 13.29°C, 56.42%, 635.27 W/m2, 0.0437%, 6.76%
2026-04-08 19:14:45, 22.81°C, 19.22°C, 50.77%, 524.44 W/m2, 0.0668%, 5.24%
2026-04-08 19:14:50, 28.72°C, 20.24°C, 52.19%, 669.46 W/m2, 0.0715%, 6.38%
2026-04-08 19:14:55, 24.75°C, 11.52°C, 57.11%, 696.9 W/m2, 0.0809%, 5.24%
2026-04-08 19:15:00, 29.9°C, 1.69°C, 53.93%, 706.21 W/m2, 0.0427%, 5.97%
2026-04-08 19:15:05, 27.83°C, 14.59°C, 53.87%, 608.51 W/m2, 0.0887%, 4.79%
2026-04-08 19:15:10, 22.46°C, 12.98°C, 54.97%, 655.93 W/m2, 0.0288%, 5.04%
2026-04-08 19:15:15, 24.81°C, 5.52°C, 57.98%, 591.63 W/m2, 0.0481%, 5.99%
2026-04-08 19:15:20, 26.96°C, 19.53°C, 52.33%, 555.82 W/m2, 0.0788%, 4.09%
2026-04-08 19:15:25, 25.63°C, 2.57°C, 54.03%, 556.99 W/m2, 0.0556%, 4.86%
2026-04-08 19:15:30, 25.03°C, 14.77°C, 56.49%, 643.99 W/m2, 0.0245%, 4.44%
2026-04-08 19:15:35, 26.54°C, 10.73°C, 51.5%, 647.22 W/m2, 0.0276%, 4.52%
2026-04-08 19:15:40, 18.46°C, 4.33°C, 54.0%, 659.31 W/m2, 0.0718%, 5.69%
2026-04-08 19:15:45, 25.36°C, 15.93°C, 52.29%, 695.29 W/m2, 0.0444%, 5.53%
2026-04-08 19:15:50, 23.97°C, 7.36°C, 59.78%, 590.25 W/m2, 0.0685%, 6.08%
2026-04-08 19:15:55, 28.87°C, 0.67°C, 51.28%, 666.34 W/m2, 0.0345%, 6.97%
2026-04-08 19:16:00, 21.28°C, 15.87°C, 50.86%, 677.01 W/m2, 0.0461%, 4.47%
2026-04-08 19:16:05, 26.51°C, 9.92°C, 52.78%, 712.15 W/m2, 0.0594%, 4.89%
2026-04-08 19:16:10, 21.7°C, 19.43°C, 51.1%, 663.41 W/m2, 0.0396%, 6.85%
2026-04-08 19:16:15, 28.01°C, 13.05°C, 52.77%, 695.69 W/m2, 0.0451%, 5.57%
2026-04-08 19:16:20, 27.92°C, 3.59°C, 52.83%, 627.08 W/m2, 0.0919%, 6.83%
2026-04-08 19:16:25, 19.36°C, 18.56°C, 58.86%, 584.3 W/m2, 0.0874%, 6.36%
2026-04-08 19:16:30, 19.46°C, 8.96°C, 56.26%, 709.41 W/m2, 0.0857%, 5.9%
2026-04-08 19:16:35, 23.03°C, 10.73°C, 58.61%, 637.45 W/m2, 0.0231%, 6.39%
2026-04-08 19:16:40, 27.73°C, 17.83°C, 57.96%, 669.38 W/m2, 0.0277%, 5.6%
2026-04-08 19:16:45, 21.32°C, 9.35°C, 59.24%, 551.31 W/m2, 0.0513%, 5.17%
2026-04-08 19:16:50, 18.25°C, 12.74°C, 56.47%, 699.53 W/m2, 0.0282%, 6.43%
2026-04-08 19:16:55, 24.97°C, 7.39°C, 53.82%, 591.45 W/m2, 0.0656%, 4.77%
2026-04-08 19:17:00, 23.55°C, 7.11°C, 53.08%, 641.99 W/m2, 0.0354%, 6.51%
2026-04-08 19:17:05, 20.21°C, 7.97°C, 57.13%, 699.86 W/m2, 0.0788%, 5.27%
2026-04-08 19:17:10, 21.6°C, 1.67°C, 55.44%, 660.82 W/m2, 0.0683%, 6.5%
2026-04-08 19:17:15, 22.66°C, 12.25°C, 57.36%, 562.67 W/m2, 0.0362%, 6.98%
2026-04-08 19:17:20, 24.41°C, 13.44°C, 52.9%, 509.04 W/m2, 0.0325%, 6.28%
2026-04-08 19:17:25, 19.06°C, 18.32°C, 51.49%, 552.22 W/m2, 0.0618%, 5.36%
2026-04-08 19:17:30, 26.98°C, 8.46°C, 51.07%, 546.47 W/m2, 0.0693%, 6.59%
2026-04-08 19:17:35, 24.8°C, 15.96°C, 56.14%, 572.98 W/m2, 0.0242%, 5.79%
2026-04-08 19:17:40, 24.54°C, 6.12°C, 57.55%, 563.51 W/m2, 0.0747%, 4.45%
2026-04-08 19:17:45, 26.98°C, 0.5°C, 52.52%, 646.56 W/m2, 0.0654%, 4.28%
2026-04-08 19:17:50, 22.02°C, 9.01°C, 50.59%, 667.41 W/m2, 0.0966%, 6.39%
2026-04-08 19:17:55, 20.59°C, 5.29°C, 50.12%, 590.69 W/m2, 0.0698%, 4.27%
2026-04-08 19:18:00, 18.86°C, 10.56°C, 53.3%, 688.84 W/m2, 0.0866%, 4.65%
2026-04-08 19:18:05, 27.82°C, 0.63°C, 50.71%, 586.85 W/m2, 0.0967%, 4.95%
2026-04-08 19:18:10, 21.51°C, 4.3°C, 57.54%, 695.02 W/m2, 0.0323%, 6.31%
2026-04-08 19:18:15, 25.1°C, 4.9°C, 59.01%, 658.44 W/m2, 0.0723%, 5.65%
2026-04-08 19:18:20, 27.99°C, 0.51°C, 50.35%, 505.79 W/m2, 0.0217%, 4.07%
2026-04-08 19:18:25, 19.21°C, 7.34°C, 57.04%, 656.19 W/m2, 0.0243%, 6.64%
2026-04-08 19:18:30, 19.82°C, 8.67°C, 58.62%, 709.65 W/m2, 0.0882%, 6.5%
2026-04-08 19:18:35, 26.09°C, 18.98°C, 50.96%, 526.66 W/m2, 0.0643%, 5.26%
2026-04-08 19:18:40, 29.05°C, 13.72°C, 58.15%, 646.38 W/m2, 0.0904%, 5.11%
2026-04-08 19:18:45, 28.88°C, 13.02°C, 53.52%, 641.76 W/m2, 0.0929%, 6.23%
2026-04-08 19:18:50, 27.27°C, 17.43°C, 54.36%, 529.53 W/m2, 0.096%, 6.56%
2026-04-08 19:18:55, 29.97°C, 18.46°C, 59.19%, 706.9 W/m2, 0.0234%, 5.63%
2026-04-08 19:19:00, 24.96°C, 10.87°C, 56.97%, 628.06 W/m2, 0.0855%, 5.64%
2026-04-08 19:19:05, 29.8°C, 3.6°C, 53.77%, 602.39 W/m2, 0.0451%, 6.82%
2026-04-08 19:19:10, 21.26°C, 3.1°C, 54.63%, 558.19 W/m2, 0.0587%, 4.5%
2026-04-08 19:19:15, 28.27°C, 7.92°C, 56.73%, 599.03 W/m2, 0.0609%, 6.23%
2026-04-08 19:19:20, 19.39°C, 1.98°C, 57.8%, 587.18 W/m2, 0.0985%, 4.03%
2026-04-08 19:19:25, 24.83°C, 20.61°C, 50.88%, 632.49 W/m2, 0.0262%, 6.93%
2026-04-08 19:19:30, 24.5°C, 12.53°C, 53.44%, 554.18 W/m2, 0.0841%, 5.48%
2026-04-08 19:19:35, 22.16°C, 8.22°C, 53.31%, 548.59 W/m2, 0.0643%, 6.82%
2026-04-08 19:19:40, 23.54°C, 19.53°C, 54.99%, 520.12 W/m2, 0.0969%, 5.55%
2026-04-08 19:19:45, 18.55°C, 11.02°C, 59.0%, 610.71 W/m2, 0.0677%, 6.31%
2026-04-08 19:19:50, 27.77°C, 15.51°C, 50.1%, 709.03 W/m2, 0.0675%, 4.4%
2026-04-08 19:19:55, 23.73°C, 15.98°C, 56.35%, 506.11 W/m2, 0.0774%, 4.76%
2026-04-08 19:20:00, 29.38°C, 6.53°C, 51.04%, 585.8 W/m2, 0.0567%, 4.49%
2026-04-08 19:20:05, 22.23°C, 2.99°C, 53.19%, 642.89 W/m2, 0.0762%, 4.14%
2026-04-08 19:20:10, 22.42°C, 18.75°C, 52.76%, 577.06 W/m2, 0.052%, 6.56%
2026-04-08 19:20:15, 18.9°C, 12.9°C, 56.73%, 678.54 W/m2, 0.0523%, 5.92%
2026-04-08 19:20:20, 25.59°C, 17.97°C, 52.02%, 692.75 W/m2, 0.0933%, 4.75%
2026-04-08 19:20:25, 29.53°C, 10.54°C, 55.97%, 552.56 W/m2, 0.04%, 5.19%
2026-04-08 19:20:30, 28.23°C, 12.38°C, 57.73%, 551.92 W/m2, 0.0936%, 4.1%
2026-04-08 19:20:35, 25.2°C, 11.94°C, 59.6%, 709.03 W/m2, 0.0944%, 6.74%
2026-04-08 19:20:40, 20.85°C, 6.14°C, 59.05%, 615.85 W/m2, 0.049%, 4.61%
2026-04-08 19:20:45, 28.41°C, 18.38°C, 59.71%, 654.93 W/m2, 0.0283%, 6.97%
2026-04-08 19:20:50, 29.44°C, 4.38°C, 58.1%, 502.82 W/m2, 0.0696%, 4.58%
2026-04-08 19:20:55, 25.62°C, 19.42°C, 53.64%, 590.91 W/m2, 0.067%, 4.26%
2026-04-08 19:21:00, 26.65°C, 8.18°C, 53.72%, 636.53 W/m2, 0.0688%, 6.15%
2026-04-08 19:21:05, 29.82°C, 14.4°C, 53.25%, 617.03 W/m2, 0.0845%, 4.6%
2026-04-08 19:21:10, 22.32°C, 16.52°C, 52.82%, 647.8 W/m2, 0.0395%, 4.2%
2026-04-08 19:21:15, 29.7°C, 8.95°C, 50.65%, 682.08 W/m2, 0.0725%, 6.82%
2026-04-08 19:21:20, 29.33°C, 17.69°C, 56.8%, 693.93 W/m2, 0.0629%, 4.16%
2026-04-08 19:21:25, 26.51°C, 20.41°C, 53.87%, 673.35 W/m2, 0.0637%, 6.08%
2026-04-08 19:21:30, 29.52°C, 14.45°C, 57.5%, 689.13 W/m2, 0.0717%, 6.5%
2026-04-08 19:21:35, 23.18°C, 13.79°C, 52.83%, 705.29 W/m2, 0.0589%, 6.78%
2026-04-08 19:21:40, 18.46°C, 9.72°C, 51.67%, 658.39 W/m2, 0.0485%, 5.27%
2026-04-08 19:21:45, 21.11°C, 9.26°C, 56.17%, 509.1 W/m2, 0.0931%, 5.37%
2026-04-08 19:21:50, 24.87°C, 15.92°C, 57.27%, 567.47 W/m2, 0.088%, 5.76%
2026-04-08 19:21:55, 19.55°C, 2.93°C, 56.39%, 510.75 W/m2, 0.0593%, 5.48%
2026-04-08 19:22:00, 27.48°C, 6.11°C, 51.4%, 617.58 W/m2, 0.084%, 5.37%
2026-04-08 19:22:05, 22.37°C, 19.98°C, 58.72%, 615.78 W/m2, 0.0664%, 4.41%
2026-04-08 19:22:10, 27.15°C, 11.55°C, 56.03%, 662.0 W/m2, 0.0235%, 6.74%
2026-04-08 19:22:15, 23.82°C, 8.33°C, 58.73%, 699.8 W/m2, 0.0849%, 4.13%
2026-04-08 19:22:20, 18.13°C, 19.68°C, 51.07%, 708.01 W/m2, 0.0645%, 4.21%
2026-04-08 19:22:25, 18.62°C, 20.47°C, 54.63%, 702.63 W/m2, 0.0392%, 6.98%
2026-04-08 19:22:31, 20.22°C, 8.85°C, 59.08%, 530.21 W/m2, 0.0845%, 6.3%
2026-04-08 19:22:36, 20.45°C, 0.6°C, 56.61%, 527.96 W/m2, 0.0609%, 5.83%
2026-04-08 19:22:41, 29.18°C, 15.51°C, 58.34%, 608.55 W/m2, 0.0885%, 5.48%
2026-04-08 19:22:46, 21.93°C, 19.31°C, 55.72%, 666.76 W/m2, 0.0853%, 5.21%
2026-04-08 19:22:51, 28.75°C, 17.88°C, 57.62%, 533.23 W/m2, 0.0537%, 6.43%
2026-04-08 19:22:56, 22.67°C, 0.27°C, 59.86%, 553.75 W/m2, 0.0394%, 4.09%
2026-04-08 19:23:01, 24.57°C, 5.25°C, 54.18%, 594.47 W/m2, 0.0821%, 5.59%
2026-04-08 19:23:06, 25.77°C, 11.83°C, 58.9%, 608.47 W/m2, 0.0486%, 5.86%
2026-04-08 19:23:11, 18.78°C, 3.44°C, 57.6%, 512.28 W/m2, 0.0555%, 5.03%
2026-04-08 19:23:16, 26.25°C, 0.7°C, 54.5%, 589.14 W/m2, 0.0535%, 5.83%
2026-04-08 19:23:21, 29.92°C, 16.85°C, 51.06%, 665.02 W/m2, 0.0455%, 6.91%
2026-04-08 19:23:26, 19.52°C, 11.63°C, 52.1%, 674.68 W/m2, 0.0211%, 4.7%
2026-04-08 19:23:31, 19.28°C, 17.34°C, 55.35%, 604.16 W/m2, 0.0758%, 4.13%
2026-04-08 19:23:36, 19.11°C, 6.05°C, 55.13%, 677.7 W/m2, 0.0496%, 4.89%
2026-04-08 19:23:41, 28.26°C, 18.47°C, 59.23%, 542.51 W/m2, 0.0709%, 6.67%
2026-04-08 19:23:46, 22.13°C, 0.92°C, 50.39%, 548.6 W/m2, 0.0471%, 5.21%
2026-04-08 19:23:51, 19.71°C, 17.29°C, 51.26%, 657.27 W/m2, 0.0698%, 4.08%
2026-04-08 19:23:56, 22.26°C, 17.12°C, 51.44%, 628.45 W/m2, 0.0807%, 6.61%
2026-04-08 19:24:01, 28.56°C, 17.04°C, 52.28%, 683.67 W/m2, 0.088%, 5.05%
2026-04-08 19:24:06, 18.64°C, 5.64°C, 50.31%, 527.64 W/m2, 0.0813%, 5.46%
2026-04-08 19:24:11, 18.47°C, 18.68°C, 51.66%, 682.92 W/m2, 0.0306%, 5.01%
2026-04-08 19:24:16, 25.83°C, 6.83°C, 55.68%, 665.44 W/m2, 0.0655%, 6.45%
2026-04-08 19:24:21, 19.52°C, 11.84°C, 51.35%, 610.96 W/m2, 0.0841%, 6.69%
2026-04-08 19:24:26, 22.07°C, 11.75°C, 55.2%, 578.49 W/m2, 0.0909%, 5.59%
2026-04-08 19:24:31, 23.55°C, 15.29°C, 57.23%, 696.79 W/m2, 0.0644%, 4.4%
2026-04-08 19:24:36, 22.03°C, 1.4°C, 55.94%, 585.25 W/m2, 0.0908%, 5.08%
2026-04-08 19:24:41, 29.15°C, 20.65°C, 57.69%, 705.36 W/m2, 0.0606%, 4.57%
